Sample,Year,location,treatment,trtname,chemical,rep,isloc,isattempt,isrecover,isolate_multi_spec,multispecplant,camefrom,isolate_code,Long Term Storage,accession,voucher,percentage of identical matches,Bitscore,TaxCutoff,Highest BLAST taxonomy,Conservative Taxonomy,clade
VAL1701_95,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1701_95,.,.,.,.,.,.,.,.,.,.
VAL1701_96,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1701_96,.,.,.,.,.,.,.,.,.,.
VAL1701_96,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1701_96,.,.,.,.,.,.,.,.,.,.
VAL1701_97,2017,MI,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1701_97,.,.,.,.,.,.,.,.,.,.
VAL1701_97,2017,MI,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1701_97,VAL1701_97,1,DQ091300,20172,100,1783,Pass,Pythium rostratifingens  ,Pythium rostratifingens,E
VAL1701_98,2017,MI,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1701_98,.,.,.,.,.,.,.,.,.,.
VAL1701_98,2017,MI,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1701_98,VAL1701_98,1,HQ643849,BR 179,100,1657,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_99,2017,MI,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1701_99,.,.,.,.,.,.,.,.,.,.
VAL1701_99,2017,MI,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1701_99,.,.,.,.,.,.,.,.,.,.
VAL1702_01,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_01,.,.,.,.,.,.,.,.,.,.
VAL1702_01,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_01,.,.,.,.,.,.,.,.,.,.
VAL1702_02,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_02,.,.,.,.,.,.,.,.,.,.
VAL1702_02,2017,IL,1,NTC,NTC,3,root,TRUE,TRUE,FALSE,,VAL1702_02,VAL1702_02,1,HQ643621,BR 870,100,1735,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1702_03,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_03,.,.,.,.,.,.,.,.,.,.
VAL1702_03,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_03,.,.,.,.,.,.,.,.,.,.
VAL1702_04,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_04,.,.,.,.,.,.,.,.,.,.
VAL1702_04,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_04,.,.,.,.,.,.,.,.,.,.
VAL1702_05,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_05,.,.,.,.,.,.,.,.,.,.
VAL1702_05,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_05,.,.,.,.,.,.,.,.,.,.
VAL1702_06,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_06,.,.,.,.,.,.,.,.,.,.
VAL1702_06,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_06,.,.,.,.,.,.,.,.,.,.
VAL1702_07,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_07,.,.,.,.,.,.,.,.,.,.
VAL1702_07,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_07,.,.,.,.,.,.,.,.,.,.
VAL1702_08,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_08,.,.,.,.,.,.,.,.,.,.
VAL1702_08,2017,IL,1,NTC,NTC,3,root,TRUE,TRUE,FALSE,,VAL1702_08,VAL1702_08,1,AY598645,CBS 453.67,100,1724,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_09,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_09,.,.,.,.,.,.,.,.,.,.
VAL1702_09,2017,IL,1,NTC,NTC,3,root,TRUE,TRUE,FALSE,,VAL1702_09,VAL1702_09,1,AY598645,CBS 453.67,100,1736,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_10,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_10,.,.,.,.,.,.,.,.,.,.
VAL1702_10,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_10,.,.,.,.,.,.,.,.,.,.
VAL1702_100,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1702_100,.,.,.,.,.,.,.,.,.,.
VAL1702_100,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_100,.,.,.,.,.,.,.,.,.,.
VAL1702_101,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1702_101,.,.,.,.,.,.,.,.,.,.
VAL1702_101,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_101,.,.,.,.,.,.,.,.,.,.
VAL1702_102,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1702_102,.,.,.,.,.,.,.,.,.,.
VAL1702_102,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_102,.,.,.,.,.,.,.,.,.,.
VAL1702_103,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_103,.,.,.,.,.,.,.,.,.,.
VAL1702_103,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1702_103,VAL1702_103,1,AY598645,CBS 453.67,100,1679,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_104,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_104,.,.,.,.,.,.,.,.,.,.
VAL1702_104,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1702_104,VAL1702_104,1,AY598618,CBS 382.34,100,1469,Pass,Pythium oligandrum  ,Pythium oligandrum,D
VAL1702_105,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1702_105,.,.,.,.,.,.,.,.,.,.
VAL1702_105,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_105,.,.,.,.,.,.,.,.,.,.
VAL1702_106,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_106,.,.,.,.,.,.,.,.,.,.
VAL1702_106,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1702_106,VAL1702_106,1,AY598645,CBS 453.67,100,1701,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_107,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1702_107,.,.,.,.,.,.,.,.,.,.
VAL1702_107,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_107,.,.,.,.,.,.,.,.,.,.
VAL1702_108,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1702_108,.,.,.,.,.,.,.,.,.,.
VAL1702_108,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1702_108,.,.,.,.,.,.,.,.,.,.
VAL1702_11,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_11,.,.,.,.,.,.,.,.,.,.
VAL1702_11,2017,IL,1,NTC,NTC,3,root,TRUE,TRUE,FALSE,,VAL1702_11,VAL1702_11,1,HQ643476,DAOM 230386,100,1679,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1702_12,2017,IL,1,NTC,NTC,3,root,TRUE,FALSE,FALSE,,VAL1702_12,.,.,.,.,.,.,.,.,.,.
VAL1702_12,2017,IL,1,NTC,NTC,3,stem,TRUE,FALSE,FALSE,,VAL1702_12,.,.,.,.,.,.,.,.,.,.
VAL1702_13,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_13,.,.,.,.,.,.,.,.,.,.
VAL1702_13,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_13,.,.,.,.,.,.,.,.,.,.
VAL1702_14,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_14,.,.,.,.,.,.,.,.,.,.
VAL1702_14,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_14,.,.,.,.,.,.,.,.,.,.
VAL1702_15,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_15,.,.,.,.,.,.,.,.,.,.
VAL1702_15,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_15,.,.,.,.,.,.,.,.,.,.
VAL1702_16,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_16,.,.,.,.,.,.,.,.,.,.
VAL1702_16,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_16,.,.,.,.,.,.,.,.,.,.
VAL1702_17,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_17,.,.,.,.,.,.,.,.,.,.
VAL1702_17,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_17,.,.,.,.,.,.,.,.,.,.
VAL1702_18,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_18,.,.,.,.,.,.,.,.,.,.
VAL1702_18,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_18,.,.,.,.,.,.,.,.,.,.
VAL1702_19,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_19,.,.,.,.,.,.,.,.,.,.
VAL1702_19,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_19,.,.,.,.,.,.,.,.,.,.
VAL1702_20,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_20,.,.,.,.,.,.,.,.,.,.
VAL1702_20,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_20,.,.,.,.,.,.,.,.,.,.
VAL1702_21,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_21,.,.,.,.,.,.,.,.,.,.
VAL1702_21,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_21,.,.,.,.,.,.,.,.,.,.
VAL1702_22,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_22,.,.,.,.,.,.,.,.,.,.
VAL1702_22,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_22,.,.,.,.,.,.,.,.,.,.
VAL1702_23,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_23,.,.,.,.,.,.,.,.,.,.
VAL1702_23,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_23,.,.,.,.,.,.,.,.,.,.
VAL1702_24,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1702_24,.,.,.,.,.,.,.,.,.,.
VAL1702_24,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1702_24,.,.,.,.,.,.,.,.,.,.
VAL1702_25,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_25,.,.,.,.,.,.,.,.,.,.
VAL1702_25,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_25,.,.,.,.,.,.,.,.,.,.
VAL1702_26,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_26,.,.,.,.,.,.,.,.,.,.
VAL1702_26,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_26,.,.,.,.,.,.,.,.,.,.
VAL1702_27,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_27,.,.,.,.,.,.,.,.,.,.
VAL1702_27,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_27,.,.,.,.,.,.,.,.,.,.
VAL1702_28,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_28,.,.,.,.,.,.,.,.,.,.
VAL1702_28,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_28,.,.,.,.,.,.,.,.,.,.
VAL1702_29,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_29,.,.,.,.,.,.,.,.,.,.
VAL1702_29,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_29,.,.,.,.,.,.,.,.,.,.
VAL1702_30,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_30,.,.,.,.,.,.,.,.,.,.
VAL1702_30,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_30,.,.,.,.,.,.,.,.,.,.
VAL1702_31,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_31,.,.,.,.,.,.,.,.,.,.
VAL1702_31,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_31,.,.,.,.,.,.,.,.,.,.
VAL1702_32,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_32,.,.,.,.,.,.,.,.,.,.
VAL1702_32,2017,IL,1,NTC,NTC,1,root,TRUE,TRUE,FALSE,,VAL1702_32,VAL1702_32,1,AY598645,CBS 453.67,100,1727,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_33,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_33,.,.,.,.,.,.,.,.,.,.
VAL1702_33,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_33,.,.,.,.,.,.,.,.,.,.
VAL1702_34,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_34,.,.,.,.,.,.,.,.,.,.
VAL1702_34,2017,IL,1,NTC,NTC,1,root,TRUE,TRUE,FALSE,,VAL1702_34,VAL1702_34,1,HQ643414,CBS 549.88,100,1592,Pass,Pythium acrogynum  ,Pythium acrogynum,E
VAL1702_35,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_35,.,.,.,.,.,.,.,.,.,.
VAL1702_35,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_35,.,.,.,.,.,.,.,.,.,.
VAL1702_36,2017,IL,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1702_36,.,.,.,.,.,.,.,.,.,.
VAL1702_36,2017,IL,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1702_36,.,.,.,.,.,.,.,.,.,.
VAL1702_37,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_37,.,.,.,.,.,.,.,.,.,.
VAL1702_37,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_37,.,.,.,.,.,.,.,.,.,.
VAL1702_38,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_38,.,.,.,.,.,.,.,.,.,.
VAL1702_38,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_38,.,.,.,.,.,.,.,.,.,.
VAL1702_39,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_39,.,.,.,.,.,.,.,.,.,.
VAL1702_39,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_39,.,.,.,.,.,.,.,.,.,.
VAL1702_40,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_40,.,.,.,.,.,.,.,.,.,.
VAL1702_40,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_40,.,.,.,.,.,.,.,.,.,.
VAL1702_41,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_41,.,.,.,.,.,.,.,.,.,.
VAL1702_41,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_41,.,.,.,.,.,.,.,.,.,.
VAL1702_42,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_42,.,.,.,.,.,.,.,.,.,.
VAL1702_42,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,TRUE,FALSE,,VAL1702_42,VAL1702_42,1,AY598618,CBS 382.34,100,1546,Pass,Pythium oligandrum  ,Pythium oligandrum,D
VAL1702_43,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_43,.,.,.,.,.,.,.,.,.,.
VAL1702_43,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_43,.,.,.,.,.,.,.,.,.,.
VAL1702_44,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_44,.,.,.,.,.,.,.,.,.,.
VAL1702_44,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_44,.,.,.,.,.,.,.,.,.,.
VAL1702_45,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_45,.,.,.,.,.,.,.,.,.,.
VAL1702_45,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,TRUE,FALSE,,VAL1702_45,VAL1702_45,1,AY598645,CBS 453.67,99,1696,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_46,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_46,.,.,.,.,.,.,.,.,.,.
VAL1702_46,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_46,.,.,.,.,.,.,.,.,.,.
VAL1702_47,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_47,.,.,.,.,.,.,.,.,.,.
VAL1702_47,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_47,.,.,.,.,.,.,.,.,.,.
VAL1702_48,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1702_48,.,.,.,.,.,.,.,.,.,.
VAL1702_48,2017,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1702_48,.,.,.,.,.,.,.,.,.,.
VAL1702_49,2017,IL,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1702_49,.,.,.,.,.,.,.,.,.,.
VAL1702_49,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_49,.,.,.,.,.,.,.,.,.,.
VAL1702_50,2017,IL,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1702_50,.,.,.,.,.,.,.,.,.,.
VAL1702_50,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_50,.,.,.,.,.,.,.,.,.,.
VAL1702_51,2017,IL,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1702_51,.,.,.,.,.,.,.,.,.,.
VAL1702_51,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_51,.,.,.,.,.,.,.,.,.,.
VAL1702_52,2017,IL,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1702_52,.,.,.,.,.,.,.,.,.,.
VAL1702_52,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_52,.,.,.,.,.,.,.,.,.,.
VAL1702_53,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_53,.,.,.,.,.,.,.,.,.,.
VAL1702_53,2017,IL,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1702_53,VAL1702_53,1,AY598642,CBS 776.81,100,1644,Pass,Pythium pleroticum  ,Pythium pleroticum,E
VAL1702_54,2017,IL,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1702_54,.,.,.,.,.,.,.,.,.,.
VAL1702_54,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_54,.,.,.,.,.,.,.,.,.,.
VAL1702_55,2017,IL,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1702_55,.,.,.,.,.,.,.,.,.,.
VAL1702_55,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_55,.,.,.,.,.,.,.,.,.,.
VAL1702_56,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_56,.,.,.,.,.,.,.,.,.,.
VAL1702_56,2017,IL,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1702_56,VAL1702_56,1,AY598645,CBS 453.67,100,1731,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_57,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_57,.,.,.,.,.,.,.,.,.,.
VAL1702_57,2017,IL,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1702_57,VAL1702_57,1,HQ643561,BR 749,100,1454,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1702_58,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_58,.,.,.,.,.,.,.,.,.,.
VAL1702_58,2017,IL,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1702_58,VAL1702_58,1,AY598645,CBS 453.67,100,1720,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_59,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_59,.,.,.,.,.,.,.,.,.,.
VAL1702_59,2017,IL,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1702_59,VAL1702_59,1,AY598645,CBS 453.67,100,1748,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1702_60,2017,IL,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1702_60,.,.,.,.,.,.,.,.,.,.
VAL1702_60,2017,IL,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1702_60,.,.,.,.,.,.,.,.,.,.
VAL1702_61,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1702_61,.,.,.,.,.,.,.,.,.,.
VAL1702_61,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1702_61,.,.,.,.,.,.,.,.,.,.
VAL1702_62,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1702_62,.,.,.,.,.,.,.,.,.,.
VAL1702_62,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1702_62,.,.,.,.,.,.,.,.,.,.
VAL1702_63,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1702_63,.,.,.,.,.,.,.,.,.,.
VAL1702_63,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1702_63,.,.,.,.,.,.,.,.,.,.
VAL1702_64,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1702_64,.,.,.,.,.,.,.,.,.,.
VAL1702_64,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1702_64,.,.,.,.,.,.,.,.,.,.
VAL1702_65,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1702_65,.,.,.,.,.,.,.,.,.,.
VAL1702_65,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1702_65,.,.,.,.,.,.,.,.,.,.
VAL1702_66,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1702_66,.,.,.,.,.,.,.,.,.,.
VAL1702_66,2017,IL,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1702_66,.,.,.,.,.,.,.,.,.,.
